"instance" "vertices" "strategy" "iterations" "guards" "preProcTime(s)" "procTime(s)" "totalTime(s)"
"randsimple-1250-19" 1250 "Single Vertex" 32 172 174.39 89.19 263.58
"randsimple-1250-10" 1250 "Single Vertex" 35 173 172.83 80.45 253.28
"randsimple-1250-7" 1250 "Single Vertex" 33 167 172.44 84.85 257.28
"randsimple-1250-16" 1250 "Single Vertex" 44 171 171.8 104.97 276.77
"randsimple-1250-2" 1250 "Single Vertex" 36 176 171.46 89.15 260.61
"randsimple-1250-21" 1250 "Single Vertex" 62 173 173.48 158.56 332.04
"randsimple-1250-18" 1250 "Single Vertex" 27 170 170.65 56.95 227.6
"randsimple-1500-4" 1500 "All Vertices" 7 198 243.04 49.66 292.7
"randsimple-1500-24" 1500 "All Vertices" 6 211 244.44 43 287.44
"randsimple-1500-28" 1500 "All Vertices" 7 205 242.32 48.18 290.5
"randsimple-1500-5" 1500 "All Vertices" 8 204 241.01 54.78 295.79
"randsimple-1500-8" 1500 "All Vertices" 6 202 245.58 42.3 287.88
"randsimple-1500-6" 1500 "All Vertices" 10 211 246.16 73.36 319.52
"randsimple-1500-13" 1500 "All Vertices" 8 219 247.68 60.02 307.7
"randsimple-1500-21" 1500 "All Vertices" 7 208 243.01 49.73 292.74
"randsimple-1500-16" 1500 "All Vertices" 9 213 243.44 65.59 309.02
"randsimple-1500-15" 1500 "All Vertices" 9 206 247.32 63.85 311.17
"randsimple-1500-7" 1500 "All Vertices" 6 204 244.58 40.88 285.45
"randsimple-1500-17" 1500 "All Vertices" 8 211 241.23 57.25 298.48
"randsimple-1500-12" 1500 "All Vertices" 7 217 246.07 56.1 302.17
"randsimple-1500-27" 1500 "All Vertices" 6 203 242.62 41.93 284.54
"randsimple-1500-1" 1500 "All Vertices" 9 206 243.39 61.27 304.66
"randsimple-1500-18" 1500 "All Vertices" 8 201 245.55 53.83 299.38
"randsimple-1500-20" 1500 "All Vertices" 6 210 243.13 42.61 285.74
"randsimple-1500-23" 1500 "All Vertices" 8 208 242.18 59.44 301.62
"randsimple-1500-11" 1500 "All Vertices" 8 215 243.11 62.27 305.38
"randsimple-1500-3" 1500 "All Vertices" 7 212 245.07 49.9 294.97
"randsimple-1500-30" 1500 "All Vertices" 5 199 246.3 32.68 278.99
"randsimple-1500-2" 1500 "All Vertices" 10 201 244.03 70.43 314.46
"randsimple-1500-26" 1500 "All Vertices" 11 209 241.24 80.99 322.23
"randsimple-1500-19" 1500 "All Vertices" 7 205 240.45 49.67 290.12
"randsimple-1500-10" 1500 "All Vertices" 8 211 244.54 56.96 301.5
"randsimple-1500-22" 1500 "All Vertices" 5 205 243.41 35.63 279.04
"randsimple-1500-14" 1500 "All Vertices" 5 201 244.11 33.5 277.61
"randsimple-1500-29" 1500 "All Vertices" 6 206 240.16 41.88 282.04
"randsimple-1500-25" 1500 "All Vertices" 7 202 244.99 46.37 291.36
"randsimple-1500-9" 1500 "All Vertices" 6 204 245.79 41.93 287.71
"randsimple-1500-27" 1500 "Convex Vertices" 11 203 240.54 76.11 316.65
"randsimple-1500-23" 1500 "Convex Vertices" 7 208 240.62 50.57 291.19
"randsimple-1500-6" 1500 "Convex Vertices" 11 211 246.28 79.46 325.74
"randsimple-1500-26" 1500 "Convex Vertices" 8 209 238.89 56.4 295.29
"randsimple-1500-5" 1500 "Convex Vertices" 8 204 239.01 53.16 292.17
"randsimple-1500-4" 1500 "Convex Vertices" 8 198 240.78 53.12 293.89
"randsimple-1500-3" 1500 "Convex Vertices" 7 212 242.89 48.99 291.88
"randsimple-1500-2" 1500 "Convex Vertices" 10 201 241.66 68.43 310.09
"randsimple-1500-28" 1500 "Convex Vertices" 8 205 240.39 54.15 294.54
"randsimple-1500-25" 1500 "Convex Vertices" 10 202 243.46 65.33 308.78
"randsimple-1500-19" 1500 "Convex Vertices" 8 205 239.69 55.86 295.55
"randsimple-1500-20" 1500 "Convex Vertices" 7 210 241.59 49.13 290.72
"randsimple-1500-22" 1500 "Convex Vertices" 7 205 239.18 49.23 288.41
"randsimple-1500-21" 1500 "Convex Vertices" 10 208 240.96 70.02 310.97
"randsimple-1500-10" 1500 "Convex Vertices" 8 211 240.13 56.26 296.39
"randsimple-1500-12" 1500 "Convex Vertices" 10 217 244.41 79.52 323.93
"randsimple-1500-11" 1500 "Convex Vertices" 9 215 241.65 67.12 308.77
"randsimple-1500-29" 1500 "Convex Vertices" 9 206 238.5 62.27 300.78
"randsimple-1500-7" 1500 "Convex Vertices" 6 204 242.89 40.47 283.35
"randsimple-1500-9" 1500 "Convex Vertices" 6 204 242.63 41.08 283.71
"randsimple-1500-17" 1500 "Convex Vertices" 7 211 239.72 49.35 289.07
"randsimple-1500-15" 1500 "Convex Vertices" 10 206 241.5 71.42 312.92
"randsimple-1500-30" 1500 "Convex Vertices" 7 199 244.45 46.81 291.26
"randsimple-1500-18" 1500 "Convex Vertices" 6 201 243.48 38.98 282.46
"randsimple-1500-1" 1500 "Convex Vertices" 7 206 241.32 46.72 288.03
"randsimple-1500-13" 1500 "Convex Vertices" 7 219 245.24 51.47 296.71
"randsimple-1500-16" 1500 "Convex Vertices" 9 213 241.24 65.3 306.54
"randsimple-1500-24" 1500 "Convex Vertices" 8 211 243.6 56.82 300.42
"randsimple-1500-8" 1500 "Convex Vertices" 9 202 244.05 61.14 305.19
"randsimple-1500-14" 1500 "Convex Vertices" 9 201 242.11 59.64 301.75
"randsimple-1500-5" 1500 "Shadow AVPs" 1 204 265.39 7.2 272.59
"randsimple-1500-21" 1500 "Shadow AVPs" 1 208 268.89 7.6 276.49
"randsimple-1500-17" 1500 "Shadow AVPs" 1 211 266.38 7.52 273.9
"randsimple-1500-1" 1500 "Shadow AVPs" 1 206 268.7 7.2 275.91
"randsimple-1500-13" 1500 "Shadow AVPs" 1 219 271.85 7.96 279.81
"randsimple-1500-14" 1500 "Shadow AVPs" 1 201 270.07 7.23 277.3
"randsimple-1500-3" 1500 "Shadow AVPs" 1 212 266.99 7.73 274.73
"randsimple-1500-27" 1500 "Shadow AVPs" 1 203 269.59 7.38 276.97
"randsimple-1500-25" 1500 "Shadow AVPs" 1 202 270.07 6.92 276.98
"randsimple-1500-18" 1500 "Shadow AVPs" 1 201 270.82 6.91 277.73
"randsimple-1500-15" 1500 "Shadow AVPs" 1 206 276.45 7.73 284.18
"randsimple-1500-10" 1500 "Shadow AVPs" 1 211 265.47 7.49 272.97
"randsimple-1500-26" 1500 "Shadow AVPs" 1 209 266.95 7.57 274.53
"randsimple-1500-23" 1500 "Shadow AVPs" 1 208 269.69 7.6 277.29
"randsimple-1500-4" 1500 "Shadow AVPs" 1 198 270.63 7.32 277.94
"randsimple-1500-12" 1500 "Shadow AVPs" 1 217 271.37 8.41 279.78
"randsimple-1500-29" 1500 "Shadow AVPs" 1 206 266.95 7.54 274.49
"randsimple-1500-2" 1500 "Shadow AVPs" 1 201 271.19 7.2 278.4
"randsimple-1500-11" 1500 "Shadow AVPs" 1 215 273.18 8.16 281.34
"randsimple-1500-22" 1500 "Shadow AVPs" 1 205 266.47 7.54 274.01
"randsimple-1500-24" 1500 "Shadow AVPs" 1 211 269.97 7.54 277.51
"randsimple-1500-8" 1500 "Shadow AVPs" 1 202 274.35 7.34 281.69
"randsimple-1500-16" 1500 "Shadow AVPs" 1 213 267.2 7.55 274.75
"randsimple-1500-6" 1500 "Shadow AVPs" 1 211 273.68 7.99 281.67
"randsimple-1500-9" 1500 "Shadow AVPs" 1 204 270.76 7.3 278.07
"randsimple-1500-28" 1500 "Shadow AVPs" 1 205 266.61 7.27 273.89
"randsimple-1500-30" 1500 "Shadow AVPs" 1 199 273.27 7.06 280.32
"randsimple-1500-7" 1500 "Shadow AVPs" 1 204 268.94 7.42 276.35
"randsimple-1500-19" 1500 "Shadow AVPs" 1 205 267.62 7.52 275.14
"randsimple-1500-20" 1500 "Shadow AVPs" 1 210 269.05 7.57 276.62
"randsimple-1500-15" 1500 "Single Vertex" 43 206 240.22 127.86 368.08
"randsimple-1500-23" 1500 "Single Vertex" 46 208 238.94 125.96 364.9
"randsimple-1500-24" 1500 "Single Vertex" 47 211 241.69 149.41 391.1
"randsimple-1500-7" 1500 "Single Vertex" 41 204 241.18 116.6 357.78
"randsimple-1500-12" 1500 "Single Vertex" 69 217 242.52 260.51 503.02
"randsimple-1500-3" 1500 "Single Vertex" 49 212 241.5 130.87 372.37
"randsimple-1500-2" 1500 "Single Vertex" 42 201 240.36 156.23 396.59
"randsimple-1500-4" 1500 "Single Vertex" 49 198 239.24 146.75 385.98
"randsimple-1500-14" 1500 "Single Vertex" 46 201 241.05 108.61 349.65
"randsimple-1500-30" 1500 "Single Vertex" 37 199 242.79 117.51 360.3
"randsimple-1500-10" 1500 "Single Vertex" 35 211 238.59 117.09 355.68
"randsimple-1500-20" 1500 "Single Vertex" 36 210 239.8 90.25 330.05
"randsimple-1500-21" 1500 "Single Vertex" 48 208 239.46 138.09 377.55
"randsimple-1500-17" 1500 "Single Vertex" 37 211 237.83 134.52 372.35
"randsimple-1500-1" 1500 "Single Vertex" 51 206 240.41 159.03 399.43
"randsimple-1500-18" 1500 "Single Vertex" 43 201 244.57 124.63 369.2
"randsimple-1500-25" 1500 "Single Vertex" 33 202 242.17 105.82 347.99
"randsimple-1500-29" 1500 "Single Vertex" 42 206 237.92 148.74 386.65
"randsimple-1500-5" 1500 "Single Vertex" 45 204 237.82 150.05 387.86
"randsimple-1500-27" 1500 "Single Vertex" 39 203 239.34 123.07 362.42
"randsimple-1500-22" 1500 "Single Vertex" 40 205 237.48 125.3 362.78
"randsimple-1500-19" 1500 "Single Vertex" 63 205 237.46 181.65 419.11
"randsimple-1500-16" 1500 "Single Vertex" 37 213 239.89 117.19 357.08
"randsimple-1500-13" 1500 "Single Vertex" 43 219 243.87 184.48 428.34
"randsimple-1500-6" 1500 "Single Vertex" 35 211 248.29 139.79 388.08
"randsimple-1500-9" 1500 "Single Vertex" 45 204 240.8 149.82 390.62
"randsimple-1500-11" 1500 "Single Vertex" 45 215 238.95 150.89 389.84
"randsimple-1500-28" 1500 "Single Vertex" 53 205 239.29 174.43 413.72
"randsimple-1500-26" 1500 "Single Vertex" 84 209 237.19 297.87 535.06
"randsimple-1500-8" 1500 "Single Vertex" 43 202 244.39 139.89 384.28
"randsimple-1750-3" 1750 "All Vertices" 8 238 353.35 79.45 432.8
"randsimple-1750-1" 1750 "All Vertices" 10 239 348.51 98.79 447.3
"randsimple-1750-17" 1750 "All Vertices" 10 233 354.35 95.88 450.23
"randsimple-1750-8" 1750 "All Vertices" 6 236 350.69 57 407.69
"randsimple-1750-23" 1750 "All Vertices" 6 223 352.14 53.63 405.77
"randsimple-1750-28" 1750 "All Vertices" 9 231 349.28 85.45 434.73
"randsimple-1750-13" 1750 "All Vertices" 8 244 343.55 79.51 423.05
"randsimple-1750-11" 1750 "All Vertices" 7 238 346.54 66.12 412.66
"randsimple-1750-12" 1750 "All Vertices" 7 251 349.88 74.89 424.78
"randsimple-1750-14" 1750 "All Vertices" 7 240 350.51 69.87 420.38
"randsimple-1750-2" 1750 "All Vertices" 6 241 391.29 58.44 449.72
"randsimple-1750-30" 1750 "All Vertices" 8 249 354.54 80.95 435.48
"randsimple-1750-18" 1750 "All Vertices" 7 230 349.51 64.81 414.32
"randsimple-1750-21" 1750 "All Vertices" 8 240 346.08 77.27 423.35
"randsimple-1750-4" 1750 "All Vertices" 7 239 351.49 67.86 419.35
"randsimple-1750-9" 1750 "All Vertices" 9 251 347.11 95.63 442.74
"randsimple-1750-22" 1750 "All Vertices" 6 250 347.48 62.98 410.46
"randsimple-1750-6" 1750 "All Vertices" 9 237 350.86 86.61 437.47
"randsimple-1750-7" 1750 "All Vertices" 8 238 350.24 78.39 428.63
"randsimple-1750-19" 1750 "All Vertices" 8 235 352.13 73.96 426.09
"randsimple-1750-26" 1750 "All Vertices" 7 238 347.91 70.31 418.22
"randsimple-1750-24" 1750 "All Vertices" 9 241 347.97 86.63 434.61
"randsimple-1750-27" 1750 "All Vertices" 6 244 347.81 61.69 409.5
"randsimple-1750-16" 1750 "All Vertices" 8 238 350.8 76.31 427.11
"randsimple-1750-29" 1750 "All Vertices" 8 233 353.29 76.86 430.15
"randsimple-1750-5" 1750 "All Vertices" 8 238 352.88 77.83 430.72
"randsimple-1750-15" 1750 "All Vertices" 8 231 348.72 77.42 426.15
"randsimple-1750-20" 1750 "All Vertices" 7 242 350.81 67.82 418.63
"randsimple-1750-10" 1750 "All Vertices" 6 236 350.32 58.96 409.29
"randsimple-1750-25" 1750 "All Vertices" 8 245 354.09 83.55 437.65
"randsimple-1750-28" 1750 "Convex Vertices" 6 231 345.98 54.82 400.81
"randsimple-1750-11" 1750 "Convex Vertices" 9 238 347.98 85.41 433.39
"randsimple-1750-30" 1750 "Convex Vertices" 9 249 359.29 91.01 450.3
"randsimple-1750-7" 1750 "Convex Vertices" 8 238 347.17 76.53 423.7
"randsimple-1750-29" 1750 "Convex Vertices" 8 233 344.92 74.88 419.8
"randsimple-1750-2" 1750 "Convex Vertices" 6 241 344.49 57.45 401.95
"randsimple-1750-14" 1750 "Convex Vertices" 7 240 348.43 67.94 416.36
"randsimple-1750-15" 1750 "Convex Vertices" 12 231 347.36 114.94 462.3
"randsimple-1750-25" 1750 "Convex Vertices" 9 245 351.61 93.29 444.9
"randsimple-1750-24" 1750 "Convex Vertices" 9 241 346.03 85.67 431.7
"randsimple-1750-8" 1750 "Convex Vertices" 6 236 380.28 56.86 437.14
"randsimple-1750-1" 1750 "Convex Vertices" 7 239 345.65 67.8 413.46
"randsimple-1750-3" 1750 "Convex Vertices" 7 238 350.46 66.16 416.63
"randsimple-1750-6" 1750 "Convex Vertices" 10 237 347.37 95.51 442.88
"randsimple-1750-10" 1750 "Convex Vertices" 10 236 347.57 97.63 445.2
"randsimple-1750-4" 1750 "Convex Vertices" 7 239 348.8 65.44 414.23
"randsimple-1750-20" 1750 "Convex Vertices" 9 242 347.59 85.81 433.4
"randsimple-1750-16" 1750 "Convex Vertices" 9 238 352.48 99.09 451.58
"randsimple-1750-13" 1750 "Convex Vertices" 9 244 341.39 88.41 429.79
"randsimple-1750-27" 1750 "Convex Vertices" 9 244 345.55 92.04 437.59
"randsimple-1750-17" 1750 "Convex Vertices" 7 233 347.66 65.36 413.02
"randsimple-1750-19" 1750 "Convex Vertices" 8 235 352.25 72.26 424.51
"randsimple-1750-26" 1750 "Convex Vertices" 7 238 351.55 67.22 418.77
"randsimple-1750-21" 1750 "Convex Vertices" 8 240 344.19 75.53 419.72
"randsimple-1750-12" 1750 "Convex Vertices" 7 251 348.34 72.74 421.07
"randsimple-1750-23" 1750 "Convex Vertices" 8 223 344.25 70.94 415.19
"randsimple-1750-18" 1750 "Convex Vertices" 8 230 346.73 75.79 422.52
"randsimple-1750-22" 1750 "Convex Vertices" 6 250 345.57 61.66 407.23
"randsimple-1750-5" 1750 "Convex Vertices" 7 238 350.36 65.64 416.01
"randsimple-1750-9" 1750 "Convex Vertices" 8 251 349.72 82.35 432.08
"randsimple-1750-6" 1750 "Shadow AVPs" 1 237 384.47 10.08 394.55
"randsimple-1750-9" 1750 "Shadow AVPs" 1 251 382.5 11.05 393.55
"randsimple-1750-13" 1750 "Shadow AVPs" 1 244 420.4 10.48 430.89
"randsimple-1750-26" 1750 "Shadow AVPs" 1 238 386.4 10.43 396.83
"randsimple-1750-28" 1750 "Shadow AVPs" 1 231 380.1 10.11 390.21
"randsimple-1750-16" 1750 "Shadow AVPs" 1 238 384.15 10.18 394.33
"randsimple-1750-1" 1750 "Shadow AVPs" 1 239 383.46 10.6 394.06
"randsimple-1750-30" 1750 "Shadow AVPs" 1 249 384.39 10.51 394.9
"randsimple-1750-22" 1750 "Shadow AVPs" 1 250 384.3 11.32 395.61
"randsimple-1750-20" 1750 "Shadow AVPs" 1 242 383.43 10.35 393.79
"randsimple-1750-17" 1750 "Shadow AVPs" 1 233 381.16 9.87 391.03
"randsimple-1750-19" 1750 "Shadow AVPs" 1 235 382.95 9.56 392.51
"randsimple-1750-3" 1750 "Shadow AVPs" 1 238 386.6 10.16 396.76
"randsimple-1750-23" 1750 "Shadow AVPs" 1 223 384.92 9.48 394.4
"randsimple-1750-14" 1750 "Shadow AVPs" 1 240 393.43 10.66 404.09
"randsimple-1750-7" 1750 "Shadow AVPs" 1 238 382.51 10.52 393.03
"randsimple-1750-29" 1750 "Shadow AVPs" 1 233 382.83 10.29 393.12
"randsimple-1750-25" 1750 "Shadow AVPs" 1 245 390.22 11.39 401.61
"randsimple-1750-24" 1750 "Shadow AVPs" 1 241 379 10.35 389.35
"randsimple-1750-27" 1750 "Shadow AVPs" 1 244 380.71 10.9 391.61
"randsimple-1750-4" 1750 "Shadow AVPs" 1 239 383.39 9.96 393.35
"randsimple-1750-18" 1750 "Shadow AVPs" 1 230 383.66 9.84 393.5
"randsimple-1750-2" 1750 "Shadow AVPs" 1 241 383.8 10.09 393.89
"randsimple-1750-12" 1750 "Shadow AVPs" 1 251 382.19 11.32 393.51
"randsimple-1750-21" 1750 "Shadow AVPs" 1 240 377.24 10.16 387.41
"randsimple-1750-11" 1750 "Shadow AVPs" 1 238 377.9 9.83 387.74
"randsimple-1750-8" 1750 "Shadow AVPs" 1 236 388.02 10.17 398.19
"randsimple-1750-5" 1750 "Shadow AVPs" 1 238 384.32 10.36 394.68
"randsimple-1750-15" 1750 "Shadow AVPs" 1 231 383.14 10.27 393.41
"randsimple-1750-10" 1750 "Shadow AVPs" 1 236 425.2 11.45 436.65
"randsimple-1750-7" 1750 "Single Vertex" 37 238 346.2 165.23 511.43
"randsimple-1750-9" 1750 "Single Vertex" 52 251 341.89 288.36 630.24
"randsimple-1750-18" 1750 "Single Vertex" 42 230 345.05 176.98 522.03
"randsimple-1750-28" 1750 "Single Vertex" 44 231 344.26 203.92 548.18
"randsimple-1750-26" 1750 "Single Vertex" 52 238 343.22 217.38 560.6
"randsimple-1750-4" 1750 "Single Vertex" 44 239 347.39 224.71 572.1
"randsimple-1750-25" 1750 "Single Vertex" 45 245 349.61 215.72 565.32
"randsimple-1750-6" 1750 "Single Vertex" 59 237 345.98 223.44 569.42
"randsimple-1750-3" 1750 "Single Vertex" 32 238 349.46 176.26 525.72
"randsimple-1750-19" 1750 "Single Vertex" 40 235 347.84 172.44 520.28
"randsimple-1750-22" 1750 "Single Vertex" 72 250 343.81 222.47 566.28
"randsimple-1750-23" 1750 "Single Vertex" 32 223 342.79 137.5 480.29
"randsimple-1750-29" 1750 "Single Vertex" 56 233 343.22 273.21 616.43
"randsimple-1750-1" 1750 "Single Vertex" 56 239 343.97 217.37 561.35
"randsimple-1750-20" 1750 "Single Vertex" 45 242 345.82 220.45 566.28
"randsimple-1750-11" 1750 "Single Vertex" 42 238 343.22 184.25 527.47
"randsimple-1750-21" 1750 "Single Vertex" 72 240 342.36 313.49 655.85
"randsimple-1750-12" 1750 "Single Vertex" 30 251 345.98 141.61 487.59
"randsimple-1750-2" 1750 "Single Vertex" 34 241 345.39 172.55 517.94
"randsimple-1750-10" 1750 "Single Vertex" 41 236 344.99 210.87 555.86
"randsimple-1750-16" 1750 "Single Vertex" 41 238 347.32 173.13 520.45
"randsimple-1750-13" 1750 "Single Vertex" 72 244 339.72 215.74 555.46
"randsimple-1750-27" 1750 "Single Vertex" 51 244 343.16 228.78 571.94
"randsimple-1750-5" 1750 "Single Vertex" 38 238 354.05 148.05 502.1
"randsimple-1750-14" 1750 "Single Vertex" 50 240 345.98 246.68 592.66
"randsimple-1750-8" 1750 "Single Vertex" 39 236 350.67 129.42 480.09
"randsimple-1750-15" 1750 "Single Vertex" 52 231 348.13 277.17 625.31
"randsimple-1750-24" 1750 "Single Vertex" 44 241 343.53 196.92 540.45
"randsimple-1750-30" 1750 "Single Vertex" 39 249 350.61 144.94 495.54
"randsimple-1750-17" 1750 "Single Vertex" 47 233 345.97 190.12 536.09
"randsimple-2000-1" 2000 "All Vertices" 8 283 425.19 106.68 531.87
"randsimple-2000-3" 2000 "All Vertices" 9 276 423.84 118.48 542.31
"randsimple-2000-16" 2000 "All Vertices" 7 271 433.93 89.94 523.87
"randsimple-2000-15" 2000 "All Vertices" 9 277 437.03 116.48 553.51
"randsimple-2000-23" 2000 "All Vertices" 10 270 423.76 130.4 554.16
"randsimple-2000-7" 2000 "All Vertices" 9 273 422.02 118.08 540.09
"randsimple-2000-27" 2000 "All Vertices" 10 266 426.49 126.9 553.39
"randsimple-2000-11" 2000 "All Vertices" 7 276 424.52 89.76 514.28
"randsimple-2000-24" 2000 "All Vertices" 7 269 427.7 86.76 514.46
"randsimple-2000-25" 2000 "All Vertices" 11 279 424.9 146.96 571.85
"randsimple-2000-9" 2000 "All Vertices" 8 293 428.85 108.92 537.77
"randsimple-2000-28" 2000 "All Vertices" 12 274 431.54 153.21 584.75
"randsimple-2000-8" 2000 "All Vertices" 10 257 426.36 118.82 545.18
"randsimple-2000-4" 2000 "All Vertices" 8 277 427.23 99.61 526.84
"randsimple-2000-2" 2000 "All Vertices" 7 277 421.5 95.23 516.72
"randsimple-2000-21" 2000 "All Vertices" 10 290 430.22 144.26 574.48
"randsimple-2000-10" 2000 "All Vertices" 10 266 425.45 128.96 554.41
"randsimple-2000-18" 2000 "All Vertices" 8 284 429.38 108.86 538.24
"randsimple-2000-17" 2000 "All Vertices" 8 278 423.08 104.93 528.01
"randsimple-2000-14" 2000 "All Vertices" 7 281 429.7 92.99 522.68
"randsimple-2000-26" 2000 "All Vertices" 7 272 422.15 89.41 511.56
"randsimple-2000-12" 2000 "All Vertices" 8 278 426.28 111.66 537.93
"randsimple-2000-22" 2000 "All Vertices" 7 267 425.22 87.59 512.81
"randsimple-2000-13" 2000 "All Vertices" 7 273 427.72 88.97 516.69
"randsimple-2000-29" 2000 "All Vertices" 5 281 436.52 66.42 502.94
"randsimple-2000-6" 2000 "All Vertices" 7 279 423.56 94.54 518.1
"randsimple-2000-20" 2000 "All Vertices" 9 275 435.77 121.36 557.12
"randsimple-2000-30" 2000 "All Vertices" 6 261 431.2 77.16 508.36
"randsimple-2000-19" 2000 "All Vertices" 6 268 427.72 77.63 505.35
"randsimple-2000-5" 2000 "All Vertices" 7 272 420.73 91.71 512.44
"randsimple-2000-30" 2000 "Convex Vertices" 10 261 428.55 128.77 557.32
"randsimple-2000-18" 2000 "Convex Vertices" 8 284 425.92 106.84 532.75
"randsimple-2000-17" 2000 "Convex Vertices" 8 278 419.09 103.19 522.28
"randsimple-2000-25" 2000 "Convex Vertices" 10 279 418.93 128.64 547.57
"randsimple-2000-26" 2000 "Convex Vertices" 8 272 418.85 100.61 519.47
"randsimple-2000-21" 2000 "Convex Vertices" 9 290 425.34 126.46 551.8
"randsimple-2000-20" 2000 "Convex Vertices" 7 275 432.06 91.39 523.45
"randsimple-2000-19" 2000 "Convex Vertices" 7 268 425.04 90.01 515.04
"randsimple-2000-5" 2000 "Convex Vertices" 7 272 455.31 94.21 549.53
"randsimple-2000-29" 2000 "Convex Vertices" 8 281 426.13 103.55 529.68
"randsimple-2000-16" 2000 "Convex Vertices" 11 271 425.77 141.11 566.88
"randsimple-2000-22" 2000 "Convex Vertices" 8 267 421.78 97.73 519.5
"randsimple-2000-27" 2000 "Convex Vertices" 9 266 423.92 113.17 537.09
"randsimple-2000-23" 2000 "Convex Vertices" 6 270 420.11 75.48 495.59
"randsimple-2000-2" 2000 "Convex Vertices" 8 277 418.79 103.96 522.75
"randsimple-2000-7" 2000 "Convex Vertices" 8 273 425.4 104.19 529.59
"randsimple-2000-12" 2000 "Convex Vertices" 8 278 421.86 107.38 529.24
"randsimple-2000-11" 2000 "Convex Vertices" 7 276 419.76 88.35 508.11
"randsimple-2000-8" 2000 "Convex Vertices" 9 257 423.15 105.28 528.44
"randsimple-2000-24" 2000 "Convex Vertices" 8 269 424.01 97.54 521.55
"randsimple-2000-4" 2000 "Convex Vertices" 10 277 447.97 128.87 576.84
"randsimple-2000-13" 2000 "Convex Vertices" 10 273 423.19 123.58 546.78
"randsimple-2000-3" 2000 "Convex Vertices" 8 276 455.11 114.2 569.32
"randsimple-2000-6" 2000 "Convex Vertices" 8 279 423.73 106.43 530.16
"randsimple-2000-15" 2000 "Convex Vertices" 10 277 434.74 126.24 560.98
"randsimple-2000-1" 2000 "Convex Vertices" 8 283 423.98 102.59 526.58
"randsimple-2000-9" 2000 "Convex Vertices" 14 293 424.84 193.44 618.27
"randsimple-2000-10" 2000 "Convex Vertices" 9 266 427.55 113.14 540.69
"randsimple-2000-28" 2000 "Convex Vertices" 8 274 428.18 99.63 527.81
"randsimple-2000-14" 2000 "Convex Vertices" 11 281 425.62 144.4 570.02
"randsimple-2000-19" 2000 "Shadow AVPs" 1 268 476.51 13.44 489.95
"randsimple-2000-23" 2000 "Shadow AVPs" 1 270 466.57 13.57 480.14
"randsimple-2000-13" 2000 "Shadow AVPs" 1 273 469.56 13.46 483.02
"randsimple-2000-17" 2000 "Shadow AVPs" 1 278 465.33 13.89 479.23
"randsimple-2000-27" 2000 "Shadow AVPs" 1 266 470.09 13.26 483.35
"randsimple-2000-4" 2000 "Shadow AVPs" 1 277 459.06 12.75 471.81
"randsimple-2000-21" 2000 "Shadow AVPs" 1 290 469.57 14.87 484.44
"randsimple-2000-30" 2000 "Shadow AVPs" 1 261 488.1 13.64 501.74
"randsimple-2000-20" 2000 "Shadow AVPs" 1 275 475.31 14.02 489.34
"randsimple-2000-12" 2000 "Shadow AVPs" 1 278 470.91 14.14 485.05
"randsimple-2000-22" 2000 "Shadow AVPs" 1 267 464.91 13.32 478.23
"randsimple-2000-6" 2000 "Shadow AVPs" 1 279 508.91 15.11 524.03
"randsimple-2000-24" 2000 "Shadow AVPs" 1 269 470.83 13.15 483.98
"randsimple-2000-26" 2000 "Shadow AVPs" 1 272 461.37 13.32 474.7
"randsimple-2000-2" 2000 "Shadow AVPs" 1 277 470.83 14.12 484.95
"randsimple-2000-14" 2000 "Shadow AVPs" 1 281 471.84 13.98 485.83
"randsimple-2000-7" 2000 "Shadow AVPs" 1 273 465.22 13.63 478.85
"randsimple-2000-9" 2000 "Shadow AVPs" 1 293 533.62 15.16 548.77
"randsimple-2000-18" 2000 "Shadow AVPs" 1 284 474.02 14.04 488.07
"randsimple-2000-10" 2000 "Shadow AVPs" 1 266 466.53 13.38 479.91
"randsimple-2000-5" 2000 "Shadow AVPs" 1 272 462.47 13.72 476.19
"randsimple-2000-8" 2000 "Shadow AVPs" 1 257 470.52 12.29 482.81
"randsimple-2000-16" 2000 "Shadow AVPs" 1 271 473.43 14.24 487.67
"randsimple-2000-28" 2000 "Shadow AVPs" 1 274 472.33 13.25 485.58
"randsimple-2000-25" 2000 "Shadow AVPs" 1 279 460.65 13.4 474.05
"randsimple-2000-15" 2000 "Shadow AVPs" 1 277 477.53 13.51 491.04
"randsimple-2000-11" 2000 "Shadow AVPs" 1 276 466.86 13.63 480.49
"randsimple-2000-29" 2000 "Shadow AVPs" 1 281 474.84 14 488.84
"randsimple-2000-3" 2000 "Shadow AVPs" 1 276 463.36 13.82 477.19
"randsimple-2000-1" 2000 "Shadow AVPs" 1 283 460.24 13.74 473.98
"randsimple-2000-22" 2000 "Single Vertex" 50 267 418.03 302.8 720.84
"randsimple-2000-15" 2000 "Single Vertex" 58 277 430.84 263.24 694.08
"randsimple-2000-2" 2000 "Single Vertex" 54 277 416.08 275.2 691.28
"randsimple-2000-10" 2000 "Single Vertex" 46 266 418.74 290.88 709.62
"randsimple-2000-27" 2000 "Single Vertex" 44 266 420.58 206.68 627.26
"randsimple-2000-11" 2000 "Single Vertex" 64 276 417.83 361.51 779.35
"randsimple-2000-16" 2000 "Single Vertex" 53 271 427.12 312.15 739.26
